regal_sku,origin_sku,sale_Price
REGQJWTX194480,QJWT194480,12.91
REGQJWTX196480,QJWT196480,12.91
REGQJWTX200480,QJWT200480,12.91
REGQJWTX202480,QJWT202480,12.91
REGQJWTX204480,QJWT204480,12.91
REGQJWTX206480,QJWT206480,12.91
REGQJWTX210480,QJWT210480,12.91
REGQJWTX212480,QJWT212480,12.91
REGQJWTX214480,QJWT214480,12.91
REGQJWTX216480,QJWT216480,12.91
REGQJWTX220480,QJWT220480,12.91
REGQJWTX222480,QJWT222480,12.91
REGQJWTX224480,QJWT224480,12.91
REGQJWTX226480,QJWT226480,12.91
REGQJWTX230480,QJWT230480,12.91
REGQJWTX232480,QJWT232480,12.91
REGQJWTX234480,QJWT234480,12.91
REGQJWTX236480,QJWT236480,12.91
REGQJWTX240480,QJWT240480,12.91
REGQJWTX242480,QJWT242480,14.43
REGQJWTX244480,QJWT244480,14.43
REGQJWTX246480,QJWT246480,14.43
REGQJWTX250480,QJWT250480,14.43
REGQJWTX252480,QJWT252480,14.43
REGQJWTX254480,QJWT254480,14.43
REGQJWTX256480,QJWT256480,14.43
REGQJWTX260480,QJWT260480,14.43
REGQJWTX262480,QJWT262480,14.43
REGQJWTX264480,QJWT264480,14.43
REGQJWTX266480,QJWT266480,14.43
REGQJWTX270480,QJWT270480,14.43
REGQJWTX272480,QJWT272480,14.43
REGQJWTX274480,QJWT274480,14.43
REGQJWTX276480,QJWT276480,14.43
REGQJWTX280480,QJWT280480,14.43
REGQJWTX282480,QJWT282480,15.82
REGQJWTX284480,QJWT284480,15.82
REGQJWTX286480,QJWT286480,15.82
REGQJWTX290480,QJWT290480,15.82
REGQJWTX292480,QJWT292480,15.82
REGQJWTX294480,QJWT294480,15.82
REGQJWTX296480,QJWT296480,15.82
REGQJWTX300480,QJWT300480,15.82
REGQJWTX302480,QJWT302480,15.82
REGQJWTX304480,QJWT304480,15.82
REGQJWTX306480,QJWT306480,15.82
REGQJWTX310480,QJWT310480,15.82
REGQJWTX312480,QJWT312480,15.82
REGQJWTX314480,QJWT314480,15.82
REGQJWTX316480,QJWT316480,15.82
REGQJWTX320480,QJWT320480,15.82
REGQJWTX322480,QJWT322480,17.04
REGQJWTX324480,QJWT324480,17.04
REGQJWTX326480,QJWT326480,17.04
REGQJWTX330480,QJWT330480,17.04
REGQJWTX332480,QJWT332480,17.04
REGQJWTX334480,QJWT334480,17.04
REGQJWTX336480,QJWT336480,17.04
REGQJWTX340480,QJWT340480,17.04
REGQJWTX342480,QJWT342480,17.04
REGQJWTX344480,QJWT344480,17.04
REGQJWTX346480,QJWT346480,17.04
REGQJWTX350480,QJWT350480,17.04
REGQJWTX352480,QJWT352480,17.04
REGQJWTX354480,QJWT354480,17.04
REGQJWTX356480,QJWT356480,17.04
REGQJWTX360480,QJWT360480,17.04
REGQJWTX362480,QJWT362480,19.45
REGQJWTX364480,QJWT364480,19.45
REGQJWTX366480,QJWT366480,19.45
REGQJWTX370480,QJWT370480,19.45
REGQJWTX372480,QJWT372480,19.45
REGQJWTX374480,QJWT374480,19.45
REGQJWTX376480,QJWT376480,19.45
REGQJWTX380480,QJWT380480,19.45
REGQJWTX382480,QJWT382480,19.45
REGQJWTX384480,QJWT384480,19.45
REGQJWTX386480,QJWT386480,19.45
REGQJWTX390480,QJWT390480,19.45
REGQJWTX392480,QJWT392480,19.45
REGQJWTX394480,QJWT394480,19.45
REGQJWTX396480,QJWT396480,19.45
REGQJWTX400480,QJWT400480,19.45
REGQJWTX402480,QJWT402480,20.71
REGQJWTX404480,QJWT404480,20.71
REGQJWTX406480,QJWT406480,20.71
REGQJWTX410480,QJWT410480,20.71
REGQJWTX412480,QJWT412480,20.71
REGQJWTX414480,QJWT414480,20.71
REGQJWTX416480,QJWT416480,20.71
REGQJWTX420480,QJWT420480,20.71
REGQJWTX422480,QJWT422480,20.71
REGQJWTX424480,QJWT424480,20.71
REGQJWTX426480,QJWT426480,20.71
REGQJWTX430480,QJWT430480,20.71
REGQJWTX432480,QJWT432480,20.71
REGQJWTX434480,QJWT434480,20.71
REGQJWTX436480,QJWT436480,20.71
REGQJWTX440480,QJWT440480,20.71
REGQJWTX442480,QJWT442480,22.25
REGQJWTX444480,QJWT444480,22.25
REGQJWTX446480,QJWT446480,22.25
REGQJWTX450480,QJWT450480,22.25
REGQJWTX452480,QJWT452480,22.25
REGQJWTX454480,QJWT454480,22.25
REGQJWTX456480,QJWT456480,22.25
REGQJWTX460480,QJWT460480,22.25
REGQJWTX462480,QJWT462480,22.25
REGQJWTX464480,QJWT464480,22.25
REGQJWTX466480,QJWT466480,22.25
REGQJWTX470480,QJWT470480,22.25
REGQJWTX472480,QJWT472480,22.25
REGQJWTX474480,QJWT474480,22.25
REGQJWTX476480,QJWT476480,22.25
REGQJWTX480480,QJWT480480,22.25
REGQJWTX482480,QJWT482480,26.39
REGQJWTX484480,QJWT484480,26.39
REGQJWTX486480,QJWT486480,26.39
REGQJWTX490480,QJWT490480,26.39
REGQJWTX492480,QJWT492480,26.39
REGQJWTX494480,QJWT494480,26.39
REGQJWTX496480,QJWT496480,26.39
REGQJWTX500480,QJWT500480,26.39
REGQJWTX502480,QJWT502480,26.39
REGQJWTX504480,QJWT504480,26.39
REGQJWTX506480,QJWT506480,26.39
REGQJWTX510480,QJWT510480,26.39
REGQJWTX512480,QJWT512480,26.39
REGQJWTX514480,QJWT514480,26.39
REGQJWTX516480,QJWT516480,26.39
REGQJWTX520480,QJWT520480,26.39
REGQJWTX522480,QJWT522480,27.63
REGQJWTX524480,QJWT524480,27.63
REGQJWTX526480,QJWT526480,27.63
REGQJWTX530480,QJWT530480,27.63
REGQJWTX532480,QJWT532480,27.63
REGQJWTX534480,QJWT534480,27.63
REGQJWTX536480,QJWT536480,27.63
REGQJWTX540480,QJWT540480,27.63
REGQJWTX542480,QJWT542480,27.63
REGQJWTX544480,QJWT544480,27.63
REGQJWTX546480,QJWT546480,27.63
REGQJWTX550480,QJWT550480,27.63
REGQJWTX552480,QJWT552480,27.63
REGQJWTX554480,QJWT554480,27.63
REGQJWTX556480,QJWT556480,27.63
REGQJWTX560480,QJWT560480,27.63
REGQJWTX562480,QJWT562480,27.84
REGQJWTX564480,QJWT564480,27.84
REGQJWTX566480,QJWT566480,27.84
REGQJWTX570480,QJWT570480,27.84
REGQJWTX572480,QJWT572480,27.84
REGQJWTX574480,QJWT574480,27.84
REGQJWTX576480,QJWT576480,27.84
REGQJWTX580480,QJWT580480,27.84
REGQJWTX582480,QJWT582480,27.84
REGQJWTX584480,QJWT584480,27.84
REGQJWTX586480,QJWT586480,27.84
REGQJWTX590480,QJWT590480,27.84
REGQJWTX592480,QJWT592480,27.84
REGQJWTX594480,QJWT594480,27.84
REGQJWTX596480,QJWT596480,27.84
REGQJWTX600480,QJWT600480,27.84
REGQJWTX602480,QJWT602480,28.18
REGQJWTX604480,QJWT604480,28.18
REGQJWTX606480,QJWT606480,28.18
REGQJWTX610480,QJWT610480,28.18
REGQJWTX612480,QJWT612480,28.18
REGQJWTX614480,QJWT614480,28.18
REGQJWTX616480,QJWT616480,28.18
REGQJWTX620480,QJWT620480,28.18
REGQJWTX622480,QJWT622480,28.18
REGQJWTX624480,QJWT624480,28.18
REGQJWTX626480,QJWT626480,28.18
REGQJWTX630480,QJWT630480,28.18
REGQJWTX632480,QJWT632480,28.18
REGQJWTX634480,QJWT634480,28.18
REGQJWTX636480,QJWT636480,28.18
REGQJWTX640480,QJWT640480,28.18
REGQJWTX642480,QJWT642480,31.11
REGQJWTX644480,QJWT644480,31.11
REGQJWTX646480,QJWT646480,31.11
REGQJWTX650480,QJWT650480,31.11
REGQJWTX652480,QJWT652480,31.11
REGQJWTX654480,QJWT654480,31.11
REGQJWTX656480,QJWT656480,31.11
REGQJWTX660480,QJWT660480,31.11
REGQJWTX662480,QJWT662480,31.11
REGQJWTX664480,QJWT664480,31.11
REGQJWTX666480,QJWT666480,31.11
REGQJWTX670480,QJWT670480,31.11
REGQJWTX672480,QJWT672480,31.11
REGQJWTX674480,QJWT674480,31.11
REGQJWTX676480,QJWT676480,31.11
REGQJWTX680480,QJWT680480,31.11
REGQJWTX682480,QJWT682480,32.52
REGQJWTX684480,QJWT684480,32.52
REGQJWTX686480,QJWT686480,32.52
REGQJWTX690480,QJWT690480,32.52
REGQJWTX692480,QJWT692480,32.52
REGQJWTX694480,QJWT694480,32.52
REGQJWTX696480,QJWT696480,32.52
REGQJWTX700480,QJWT700480,32.52
REGQJWTX702480,QJWT702480,32.52
REGQJWTX704480,QJWT704480,32.52
REGQJWTX706480,QJWT706480,32.52
REGQJWTX710480,QJWT710480,32.52
REGQJWTX712480,QJWT712480,32.52
REGQJWTX714480,QJWT714480,32.52
REGQJWTX194640,QJWT194640,14.66
REGQJWTX196640,QJWT196640,14.66
REGQJWTX200640,QJWT200640,14.66
REGQJWTX202640,QJWT202640,14.66
REGQJWTX204640,QJWT204640,14.66
REGQJWTX206640,QJWT206640,14.66
REGQJWTX210640,QJWT210640,14.66
REGQJWTX212640,QJWT212640,14.66
REGQJWTX214640,QJWT214640,14.66
REGQJWTX216640,QJWT216640,14.66
REGQJWTX220640,QJWT220640,14.66
REGQJWTX222640,QJWT222640,14.66
REGQJWTX224640,QJWT224640,14.66
REGQJWTX226640,QJWT226640,14.66
REGQJWTX230640,QJWT230640,14.66
REGQJWTX232640,QJWT232640,14.66
REGQJWTX234640,QJWT234640,14.66
REGQJWTX236640,QJWT236640,14.66
REGQJWTX240640,QJWT240640,14.66
REGQJWTX242640,QJWT242640,16.64
REGQJWTX244640,QJWT244640,16.64
REGQJWTX246640,QJWT246640,16.64
REGQJWTX250640,QJWT250640,16.64
REGQJWTX252640,QJWT252640,16.64
REGQJWTX254640,QJWT254640,16.64
REGQJWTX256640,QJWT256640,16.64
REGQJWTX260640,QJWT260640,16.64
REGQJWTX262640,QJWT262640,16.64
REGQJWTX264640,QJWT264640,16.64
REGQJWTX266640,QJWT266640,16.64
REGQJWTX270640,QJWT270640,16.64
REGQJWTX272640,QJWT272640,16.64
REGQJWTX274640,QJWT274640,16.64
REGQJWTX276640,QJWT276640,16.64
REGQJWTX280640,QJWT280640,16.64
REGQJWTX282640,QJWT282640,18.27
REGQJWTX284640,QJWT284640,18.27
REGQJWTX286640,QJWT286640,18.27
REGQJWTX290640,QJWT290640,18.27
REGQJWTX292640,QJWT292640,18.27
REGQJWTX294640,QJWT294640,18.27
REGQJWTX296640,QJWT296640,18.27
REGQJWTX300640,QJWT300640,18.27
REGQJWTX302640,QJWT302640,18.27
REGQJWTX304640,QJWT304640,18.27
REGQJWTX306640,QJWT306640,18.27
REGQJWTX310640,QJWT310640,18.27
REGQJWTX312640,QJWT312640,18.27
REGQJWTX314640,QJWT314640,18.27
REGQJWTX316640,QJWT316640,18.27
REGQJWTX320640,QJWT320640,18.27
REGQJWTX322640,QJWT322640,19.71
REGQJWTX324640,QJWT324640,19.71
REGQJWTX326640,QJWT326640,19.71
REGQJWTX330640,QJWT330640,19.71
REGQJWTX332640,QJWT332640,19.71
REGQJWTX334640,QJWT334640,19.71
REGQJWTX336640,QJWT336640,19.71
REGQJWTX340640,QJWT340640,19.02
REGQJWTX342640,QJWT342640,19.71
REGQJWTX344640,QJWT344640,19.71
REGQJWTX346640,QJWT346640,19.71
REGQJWTX350640,QJWT350640,19.71
REGQJWTX352640,QJWT352640,19.71
REGQJWTX354640,QJWT354640,19.71
REGQJWTX356640,QJWT356640,19.71
REGQJWTX360640,QJWT360640,19.71
REGQJWTX362640,QJWT362640,22.39
REGQJWTX364640,QJWT364640,22.39
REGQJWTX366640,QJWT366640,22.39
REGQJWTX370640,QJWT370640,22.39
REGQJWTX372640,QJWT372640,22.39
REGQJWTX374640,QJWT374640,22.39
REGQJWTX376640,QJWT376640,22.39
REGQJWTX380640,QJWT380640,22.39
REGQJWTX382640,QJWT382640,22.39
REGQJWTX384640,QJWT384640,22.39
REGQJWTX386640,QJWT386640,22.39
REGQJWTX390640,QJWT390640,22.39
REGQJWTX392640,QJWT392640,22.39
REGQJWTX394640,QJWT394640,22.39
REGQJWTX396640,QJWT396640,22.39
REGQJWTX400640,QJWT400640,22.39
REGQJWTX402640,QJWT402640,24.05
REGQJWTX404640,QJWT404640,24.05
REGQJWTX406640,QJWT406640,24.05
REGQJWTX410640,QJWT410640,24.05
REGQJWTX412640,QJWT412640,24.05
REGQJWTX414640,QJWT414640,24.05
REGQJWTX416640,QJWT416640,24.05
REGQJWTX420640,QJWT420640,24.05
REGQJWTX422640,QJWT422640,24.05
REGQJWTX424640,QJWT424640,24.05
REGQJWTX426640,QJWT426640,24.05
REGQJWTX430640,QJWT430640,24.05
REGQJWTX432640,QJWT432640,24.05
REGQJWTX434640,QJWT434640,24.05
REGQJWTX436640,QJWT436640,24.05
REGQJWTX440640,QJWT440640,24.05
REGQJWTX442640,QJWT442640,25.7
REGQJWTX444640,QJWT444640,25.7
REGQJWTX446640,QJWT446640,25.7
REGQJWTX450640,QJWT450640,25.7
REGQJWTX452640,QJWT452640,25.7
REGQJWTX454640,QJWT454640,25.7
REGQJWTX456640,QJWT456640,25.7
REGQJWTX460640,QJWT460640,25.7
REGQJWTX462640,QJWT462640,25.7
REGQJWTX464640,QJWT464640,25.7
REGQJWTX466640,QJWT466640,25.7
REGQJWTX470640,QJWT470640,25.7
REGQJWTX472640,QJWT472640,25.7
REGQJWTX474640,QJWT474640,25.7
REGQJWTX476640,QJWT476640,25.7
REGQJWTX480640,QJWT480640,25.7
REGQJWTX482640,QJWT482640,30.05
REGQJWTX484640,QJWT484640,30.05
REGQJWTX486640,QJWT486640,30.05
REGQJWTX490640,QJWT490640,30.05
REGQJWTX492640,QJWT492640,30.05
REGQJWTX494640,QJWT494640,30.05
REGQJWTX496640,QJWT496640,30.05
REGQJWTX500640,QJWT500640,30.05
REGQJWTX502640,QJWT502640,30.05
REGQJWTX504640,QJWT504640,30.05
REGQJWTX506640,QJWT506640,30.05
REGQJWTX510640,QJWT510640,30.05
REGQJWTX512640,QJWT512640,30.05
REGQJWTX514640,QJWT514640,30.05
REGQJWTX516640,QJWT516640,30.05
REGQJWTX520640,QJWT520640,30.05
REGQJWTX522640,QJWT522640,31.75
REGQJWTX524640,QJWT524640,31.75
REGQJWTX526640,QJWT526640,31.75
REGQJWTX530640,QJWT530640,31.75
REGQJWTX532640,QJWT532640,31.75
REGQJWTX534640,QJWT534640,31.75
REGQJWTX536640,QJWT536640,31.75
REGQJWTX540640,QJWT540640,31.75
REGQJWTX542640,QJWT542640,31.75
REGQJWTX544640,QJWT544640,31.75
REGQJWTX546640,QJWT546640,31.75
REGQJWTX550640,QJWT550640,31.75
REGQJWTX552640,QJWT552640,31.75
REGQJWTX554640,QJWT554640,31.75
REGQJWTX556640,QJWT556640,31.75
REGQJWTX560640,QJWT560640,31.75
REGQJWTX562640,QJWT562640,33.25
REGQJWTX564640,QJWT564640,33.25
REGQJWTX566640,QJWT566640,33.25
REGQJWTX570640,QJWT570640,33.25
REGQJWTX572640,QJWT572640,33.25
REGQJWTX574640,QJWT574640,33.25
REGQJWTX576640,QJWT576640,33.25
REGQJWTX580640,QJWT580640,33.25
REGQJWTX582640,QJWT582640,33.25
REGQJWTX584640,QJWT584640,33.25
REGQJWTX586640,QJWT586640,33.25
REGQJWTX590640,QJWT590640,33.25
REGQJWTX592640,QJWT592640,33.25
REGQJWTX594640,QJWT594640,33.25
REGQJWTX596640,QJWT596640,33.25
REGQJWTX600640,QJWT600640,33.25
REGQJWTX602640,QJWT602640,34.96
REGQJWTX604640,QJWT604640,34.96
REGQJWTX606640,QJWT606640,34.96
REGQJWTX610640,QJWT610640,34.96
REGQJWTX612640,QJWT612640,34.96
REGQJWTX614640,QJWT614640,34.96
REGQJWTX616640,QJWT616640,34.96
REGQJWTX620640,QJWT620640,34.96
REGQJWTX622640,QJWT622640,34.96
REGQJWTX624640,QJWT624640,34.96
REGQJWTX626640,QJWT626640,34.96
REGQJWTX630640,QJWT630640,34.96
REGQJWTX632640,QJWT632640,34.96
REGQJWTX634640,QJWT634640,34.96
REGQJWTX636640,QJWT636640,34.96
REGQJWTX640640,QJWT640640,34.96
REGQJWTX642640,QJWT642640,36.5
REGQJWTX644640,QJWT644640,36.5
REGQJWTX646640,QJWT646640,36.5
REGQJWTX650640,QJWT650640,36.5
REGQJWTX652640,QJWT652640,36.5
REGQJWTX654640,QJWT654640,36.5
REGQJWTX656640,QJWT656640,36.5
REGQJWTX660640,QJWT660640,36.5
REGQJWTX662640,QJWT662640,36.5
REGQJWTX664640,QJWT664640,36.5
REGQJWTX666640,QJWT666640,36.5
REGQJWTX670640,QJWT670640,36.5
REGQJWTX672640,QJWT672640,36.5
REGQJWTX674640,QJWT674640,36.5
REGQJWTX676640,QJWT676640,36.5
REGQJWTX680640,QJWT680640,36.5
REGQJWTX682640,QJWT682640,38
REGQJWTX684640,QJWT684640,38
REGQJWTX686640,QJWT686640,38
REGQJWTX690640,QJWT690640,38
REGQJWTX692640,QJWT692640,38
REGQJWTX694640,QJWT694640,38
REGQJWTX696640,QJWT696640,38
REGQJWTX700640,QJWT700640,38
REGQJWTX702640,QJWT702640,38
REGQJWTX704640,QJWT704640,38
REGQJWTX706640,QJWT706640,38
REGQJWTX710640,QJWT710640,38
REGQJWTX712640,QJWT712640,38
REGQJWTX714640,QJWT714640,38
REGQJWTX194720,QJWT194720,16.29
REGQJWTX196720,QJWT196720,16.29
REGQJWTX200720,QJWT200720,16.29
REGQJWTX202720,QJWT202720,16.29
REGQJWTX204720,QJWT204720,16.29
REGQJWTX206720,QJWT206720,16.29
REGQJWTX210720,QJWT210720,16.29
REGQJWTX212720,QJWT212720,16.29
REGQJWTX214720,QJWT214720,16.29
REGQJWTX216720,QJWT216720,16.29
REGQJWTX220720,QJWT220720,16.29
REGQJWTX222720,QJWT222720,16.29
REGQJWTX224720,QJWT224720,16.29
REGQJWTX226720,QJWT226720,16.29
REGQJWTX230720,QJWT230720,16.29
REGQJWTX232720,QJWT232720,16.29
REGQJWTX234720,QJWT234720,16.29
REGQJWTX236720,QJWT236720,16.29
REGQJWTX240720,QJWT240720,16.29
REGQJWTX242720,QJWT242720,18.5
REGQJWTX244720,QJWT244720,18.5
REGQJWTX246720,QJWT246720,18.5
REGQJWTX250720,QJWT250720,18.5
REGQJWTX252720,QJWT252720,18.5
REGQJWTX254720,QJWT254720,18.5
REGQJWTX256720,QJWT256720,18.5
REGQJWTX260720,QJWT260720,18.5
REGQJWTX262720,QJWT262720,18.5
REGQJWTX264720,QJWT264720,18.5
REGQJWTX266720,QJWT266720,18.5
REGQJWTX270720,QJWT270720,18.5
REGQJWTX272720,QJWT272720,18.5
REGQJWTX274720,QJWT274720,18.5
REGQJWTX276720,QJWT276720,18.5
REGQJWTX280720,QJWT280720,18.5
REGQJWTX282720,QJWT282720,20.34
REGQJWTX284720,QJWT284720,20.34
REGQJWTX286720,QJWT286720,20.34
REGQJWTX290720,QJWT290720,20.34
REGQJWTX292720,QJWT292720,20.34
REGQJWTX294720,QJWT294720,20.34
REGQJWTX296720,QJWT296720,20.34
REGQJWTX300720,QJWT300720,20.34
REGQJWTX302720,QJWT302720,20.34
REGQJWTX304720,QJWT304720,20.34
REGQJWTX306720,QJWT306720,20.34
REGQJWTX310720,QJWT310720,20.34
REGQJWTX312720,QJWT312720,20.34
REGQJWTX314720,QJWT314720,20.34
REGQJWTX316720,QJWT316720,20.34
REGQJWTX320720,QJWT320720,20.34
REGQJWTX322720,QJWT322720,22.14
REGQJWTX324720,QJWT324720,22.14
REGQJWTX326720,QJWT326720,22.14
REGQJWTX330720,QJWT330720,22.14
REGQJWTX332720,QJWT332720,22.14
REGQJWTX334720,QJWT334720,22.14
REGQJWTX336720,QJWT336720,22.14
REGQJWTX340720,QJWT340720,21.25
REGQJWTX342720,QJWT342720,22.14
REGQJWTX344720,QJWT344720,22.14
REGQJWTX346720,QJWT346720,22.14
REGQJWTX350720,QJWT350720,22.14
REGQJWTX352720,QJWT352720,22.14
REGQJWTX354720,QJWT354720,22.14
REGQJWTX356720,QJWT356720,22.14
REGQJWTX360720,QJWT360720,22.14
REGQJWTX362720,QJWT362720,25.11
REGQJWTX364720,QJWT364720,25.11
REGQJWTX366720,QJWT366720,25.11
REGQJWTX370720,QJWT370720,25.11
REGQJWTX372720,QJWT372720,25.11
REGQJWTX374720,QJWT374720,25.11
REGQJWTX376720,QJWT376720,25.11
REGQJWTX380720,QJWT380720,25.11
REGQJWTX382720,QJWT382720,25.11
REGQJWTX384720,QJWT384720,25.11
REGQJWTX386720,QJWT386720,25.11
REGQJWTX390720,QJWT390720,25.11
REGQJWTX392720,QJWT392720,25.11
REGQJWTX394720,QJWT394720,25.11
REGQJWTX396720,QJWT396720,25.11
REGQJWTX400720,QJWT400720,25.11
REGQJWTX402720,QJWT402720,26.8
REGQJWTX404720,QJWT404720,26.8
REGQJWTX406720,QJWT406720,26.8
REGQJWTX410720,QJWT410720,26.8
REGQJWTX412720,QJWT412720,26.8
REGQJWTX414720,QJWT414720,26.8
REGQJWTX416720,QJWT416720,26.8
REGQJWTX420720,QJWT420720,26.8
REGQJWTX422720,QJWT422720,26.8
REGQJWTX424720,QJWT424720,26.8
REGQJWTX426720,QJWT426720,26.8
REGQJWTX430720,QJWT430720,26.8
REGQJWTX432720,QJWT432720,26.8
REGQJWTX434720,QJWT434720,26.8
REGQJWTX436720,QJWT436720,26.8
REGQJWTX440720,QJWT440720,26.8
REGQJWTX442720,QJWT442720,30.98
REGQJWTX444720,QJWT444720,30.98
REGQJWTX446720,QJWT446720,30.98
REGQJWTX450720,QJWT450720,30.98
REGQJWTX452720,QJWT452720,30.98
REGQJWTX454720,QJWT454720,30.98
REGQJWTX456720,QJWT456720,30.98
REGQJWTX460720,QJWT460720,30.98
REGQJWTX462720,QJWT462720,30.98
REGQJWTX464720,QJWT464720,30.98
REGQJWTX466720,QJWT466720,30.98
REGQJWTX470720,QJWT470720,30.98
REGQJWTX472720,QJWT472720,30.98
REGQJWTX474720,QJWT474720,30.98
REGQJWTX476720,QJWT476720,30.98
REGQJWTX480720,QJWT480720,30.98
REGQJWTX482720,QJWT482720,33.64
REGQJWTX484720,QJWT484720,33.64
REGQJWTX486720,QJWT486720,33.64
REGQJWTX490720,QJWT490720,33.64
REGQJWTX492720,QJWT492720,33.64
REGQJWTX494720,QJWT494720,33.64
REGQJWTX496720,QJWT496720,33.64
REGQJWTX500720,QJWT500720,33.64
REGQJWTX502720,QJWT502720,33.64
REGQJWTX504720,QJWT504720,33.64
REGQJWTX506720,QJWT506720,33.64
REGQJWTX510720,QJWT510720,33.64
REGQJWTX512720,QJWT512720,33.64
REGQJWTX514720,QJWT514720,33.64
REGQJWTX516720,QJWT516720,33.64
REGQJWTX520720,QJWT520720,33.64
REGQJWTX522720,QJWT522720,35.55
REGQJWTX524720,QJWT524720,35.55
REGQJWTX526720,QJWT526720,35.55
REGQJWTX530720,QJWT530720,35.55
REGQJWTX532720,QJWT532720,35.55
REGQJWTX534720,QJWT534720,35.55
REGQJWTX536720,QJWT536720,35.55
REGQJWTX540720,QJWT540720,35.55
REGQJWTX542720,QJWT542720,35.55
REGQJWTX544720,QJWT544720,35.55
REGQJWTX546720,QJWT546720,35.55
REGQJWTX550720,QJWT550720,35.55
REGQJWTX552720,QJWT552720,35.55
REGQJWTX554720,QJWT554720,35.55
REGQJWTX556720,QJWT556720,35.55
REGQJWTX560720,QJWT560720,35.55
REGQJWTX562720,QJWT562720,37.29
REGQJWTX564720,QJWT564720,37.29
REGQJWTX566720,QJWT566720,37.29
REGQJWTX570720,QJWT570720,37.29
REGQJWTX572720,QJWT572720,37.29
REGQJWTX574720,QJWT574720,37.29
REGQJWTX576720,QJWT576720,37.29
REGQJWTX580720,QJWT580720,37.29
REGQJWTX582720,QJWT582720,37.29
REGQJWTX584720,QJWT584720,37.29
REGQJWTX586720,QJWT586720,37.29
REGQJWTX590720,QJWT590720,37.29
REGQJWTX592720,QJWT592720,37.29
REGQJWTX594720,QJWT594720,37.29
REGQJWTX596720,QJWT596720,37.29
REGQJWTX600720,QJWT600720,37.29
REGQJWTX602720,QJWT602720,39.18
REGQJWTX604720,QJWT604720,39.18
REGQJWTX606720,QJWT606720,39.18
REGQJWTX610720,QJWT610720,39.18
REGQJWTX612720,QJWT612720,39.18
REGQJWTX614720,QJWT614720,39.18
REGQJWTX616720,QJWT616720,39.18
REGQJWTX620720,QJWT620720,39.18
REGQJWTX622720,QJWT622720,39.18
REGQJWTX624720,QJWT624720,39.18
REGQJWTX626720,QJWT626720,39.18
REGQJWTX630720,QJWT630720,39.18
REGQJWTX632720,QJWT632720,39.18
REGQJWTX634720,QJWT634720,39.18
REGQJWTX636720,QJWT636720,39.18
REGQJWTX640720,QJWT640720,39.18
REGQJWTX642720,QJWT642720,40.89
REGQJWTX644720,QJWT644720,40.89
REGQJWTX646720,QJWT646720,40.89
REGQJWTX650720,QJWT650720,40.89
REGQJWTX652720,QJWT652720,40.89
REGQJWTX654720,QJWT654720,40.89
REGQJWTX656720,QJWT656720,40.89
REGQJWTX660720,QJWT660720,40.89
REGQJWTX662720,QJWT662720,40.89
REGQJWTX664720,QJWT664720,40.89
REGQJWTX666720,QJWT666720,40.89
REGQJWTX670720,QJWT670720,40.89
REGQJWTX672720,QJWT672720,40.89
REGQJWTX674720,QJWT674720,40.89
REGQJWTX676720,QJWT676720,40.89
REGQJWTX680720,QJWT680720,40.89
REGQJWTX682720,QJWT682720,42.79
REGQJWTX684720,QJWT684720,42.79
REGQJWTX686720,QJWT686720,42.79
REGQJWTX690720,QJWT690720,42.79
REGQJWTX692720,QJWT692720,42.79
REGQJWTX694720,QJWT694720,42.79
REGQJWTX696720,QJWT696720,42.79
REGQJWTX700720,QJWT700720,42.79
REGQJWTX702720,QJWT702720,42.79
REGQJWTX704720,QJWT704720,42.79
REGQJWTX706720,QJWT706720,42.79
REGQJWTX710720,QJWT710720,42.79
REGQJWTX712720,QJWT712720,42.79
REGQJWTX714720,QJWT714720,42.79
REGQJWTX194840,QJWT194840,18.38
REGQJWTX196840,QJWT196840,18.38
REGQJWTX200840,QJWT200840,18.38
REGQJWTX202840,QJWT202840,18.38
REGQJWTX204840,QJWT204840,18.38
REGQJWTX206840,QJWT206840,18.38
REGQJWTX210840,QJWT210840,18.38
REGQJWTX212840,QJWT212840,18.38
REGQJWTX214840,QJWT214840,18.38
REGQJWTX216840,QJWT216840,18.38
REGQJWTX220840,QJWT220840,18.38
REGQJWTX222840,QJWT222840,18.38
REGQJWTX224840,QJWT224840,18.38
REGQJWTX226840,QJWT226840,18.38
REGQJWTX230840,QJWT230840,18.38
REGQJWTX232840,QJWT232840,18.38
REGQJWTX234840,QJWT234840,18.38
REGQJWTX236840,QJWT236840,18.38
REGQJWTX240840,QJWT240840,18.38
REGQJWTX242840,QJWT242840,20.7
REGQJWTX244840,QJWT244840,20.7
REGQJWTX246840,QJWT246840,20.7
REGQJWTX250840,QJWT250840,20.7
REGQJWTX252840,QJWT252840,20.7
REGQJWTX254840,QJWT254840,20.7
REGQJWTX256840,QJWT256840,20.7
REGQJWTX260840,QJWT260840,20.7
REGQJWTX262840,QJWT262840,20.7
REGQJWTX264840,QJWT264840,20.7
REGQJWTX266840,QJWT266840,20.7
REGQJWTX270840,QJWT270840,20.7
REGQJWTX272840,QJWT272840,20.7
REGQJWTX274840,QJWT274840,20.7
REGQJWTX276840,QJWT276840,20.7
REGQJWTX280840,QJWT280840,20.7
REGQJWTX282840,QJWT282840,22.8
REGQJWTX284840,QJWT284840,22.8
REGQJWTX286840,QJWT286840,22.8
REGQJWTX290840,QJWT290840,22.8
REGQJWTX292840,QJWT292840,22.8
